Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
 Moabit,52.5346789,13.3344781,Wok-Man,52.53249804324453,13.326752790163676,Asian Restaurant
 Moabit,52.5346789,13.3344781,Croissanterie & Bäckerei,52.532335384625675,13.326510958534461,Bakery
 Moabit,52.5346789,13.3344781,doy doy,52.53195871548254,13.342509245627188,Doner Restaurant
 Moabit,52.5346789,13.3344781,BackBaron,52.53604625869107,13.34349288018667,Bakery
 Moabit,52.5346789,13.3344781,Pizzeria Europa,52.52996657119802,13.328626243416137,Pizza Place
 Moabit,52.5346789,13.3344781,Pizza-Europa Express,52.53220602318485,13.324627474351491,Pizza Place
 Moabit,52.5346789,13.3344781,Café MOA Bogen,52.53169161251215,13.344419002532957,Bakery
 Moabit,52.5346789,13.3344781,Mercure Hotel MOA Restaurant,52.53220144359291,13.34491483026588,Breakfast Spot
 Moabit,52.5346789,13.3344781,Schäfer‘s,52.531753,13.34495,Bakery
 Moabit,52.5346789,13.3344781,Ha Noi Bistro,52.527798,13.338471,Vietnamese Restaurant
 Moabit,52.5346789,13.3344781,Der Fischladen,52.527707390293045,13.3386045928452,Seafood Restaurant
 Moabit,52.5346789,13.3344781,Baran Döner Station,52.527436766387716,13.330526313347333,Doner Restaurant
 Moabit,52.5346789,13.3344781,La Mandria,52.527234606410126,13.329887783658227,Italian Restaurant
 Moabit,52.5346789,13.3344781,Steakhaus Rosario,52.52662886708174,13.330481128265584,Steakhouse
 Moabit,52.5346789,13.3344781,Seçkin Döner,52.527394,13.329408,Doner Restaurant
 Moabit,52.5346789,13.3344781,M & M Back,52.526632139755314,13.336640752840951,Bakery
 Hansaviertel,52.519985,13.3480704,Lir Irish Pub,52.520284479191844,13.344340720449152,Irish Pub
 Hansaviertel,52.519985,13.3480704,Marjan Grill,52.52019090974542,13.346992507015973,Mediterranean Restaurant
 Hansaviertel,52.519985,13.3480704,Domberger Brot-Werk,52.52379455873132,13.338192365937138,Bakery
 Hansaviertel,52.519985,13.3480704,Balikci Ergün,52.51973918415058,13.357100152637567,Seafood Restaurant
 Hansaviertel,52.519985,13.3480704,Agra - Indian Cuisine,52.52448584793399,13.349313669086767,Indian Restaurant
 Hansaviertel,52.519985,13.3480704,CARL & SOPHIE Spree Restaurant,52.522975,13.34587,Restaurant
 Hansaviertel,52.519985,13.3480704,Monopol,52.52395827347707,13.349390095484578,Restaurant
 Hansaviertel,52.519985,13.3480704,Moa Café & Bar,52.524479,13.349503,Café
 Hansaviertel,52.519985,13.3480704,Nusantara,52.52639231968529,13.349169108321588,Indonesian Restaurant
 Hansaviertel,52.519985,13.3480704,Teehaus im Englischen Garten,52.516997999890044,13.347867867011727,Café
 Hansaviertel,52.519985,13.3480704,Buchkantine,52.521405,13.3381637,Bistro
 Hansaviertel,52.519985,13.3480704,Walhalla,52.524157831967905,13.339572727792788,Gastropub
 Hansaviertel,52.519985,13.3480704,zwölf.uhr.mittags,52.522755798363264,13.348978757858275,Bistro
 Hansaviertel,52.519985,13.3480704,Trattoria Fidelia,52.51955951606555,13.355715313467421,Italian Restaurant
 Hansaviertel,52.519985,13.3480704,Alverdes,52.525985,13.343321,Restaurant
 Hansaviertel,52.519985,13.3480704,Osteria dell'Arte,52.52497902832037,13.337843239400778,Trattoria/Osteria
 Hansaviertel,52.519985,13.3480704,Pizza Teigmeister,52.521313104243944,13.3339262008667,Pizza Place
 Hansaviertel,52.519985,13.3480704,Döner Turm,52.526672,13.341356,Doner Restaurant
 Hansaviertel,52.519985,13.3480704,Angkor Wat,52.52037677752846,13.355765000801808,Asian Restaurant
 Hansaviertel,52.519985,13.3480704,Café Ella,52.522629,13.335777,Café
 Hansaviertel,52.519985,13.3480704,Absolut Curry,52.5201484273184,13.347306867534536,Currywurst Joint
